,Title,Series or Movie,COUNTRY,Release Date,GENRE,VALUE,Genre_all,Tags,Languages,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Netflix Release Date,Production House,Summary,IMDb Votes
1948,asuraguru,Movie,India,2020-03-13,Action,38,"Action, Crime, Thriller","Dramas,Crime Dramas,Indian Films,Tamil-language Films,Police Movies,Police Dramas,International Dramas,Crime Movies",Tamil,6.5,"Argentina,Russia,United Kingdom,Slovakia,Lithuania,Mexico,Czech Republic,India,South Africa,Portugal,Switzerland,Australia,Hungary,Belgium,Canada,Germany,Sweden,Iceland,Greece,Hong Kong,Singapore,Thailand,Japan,Spain,France,United States,Poland,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia,Romania",1-2 hour,A. Rajdeep,,"Yogi Babu, Mahima Nambiar, Manobala, Vikram Prabhu",Not Rated,3.2,,,,,,2020-06-13,,"For a tech-savvy thief, elaborate robberies and evading the police are second nature until a private detective is hired to investigate his latest heist.",232.0
1949,sweetcountry,Movie,Australia,2018-01-25,,38,"Adventure, Crime, Drama, History, Thriller, Western","Australian Movies,Crime Dramas,Crime Movies,International Movies,Dramas,Social Issue Dramas,Independent Movies,Westerns,Historical Dramas","English, Aboriginal",5.5,"France,Australia",1-2 hour,Warwick Thornton,"Steven McGregor, David Tranter","Shanika Cole, Ewen Leslie, Hamilton Morris, Sam Neill",R,6.9,96.0,87.0,22.0,29.0,"$104,297",2018-06-15,Bunya Productions,"In 1920s Australia, an Aboriginal farmhand kills a white man in self-defense, then flees into the Outback, where he is pursued by a determined lawman.",7450.0
1950,nezha,Movie,China,2019-07-26,Fantasy,38,"Animation, Action, Adventure, Family, Fantasy, Thriller","Action & Adventure,Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Chinese Films,Comedies,Adventures,Fantasy,Films Based on Books,Action Comedies,Asian Action Films,International Action & Adventure,International Sci-Fi & Fantasy,International Comedies","Mandarin, English",5.7,"United States,Canada",1-2 hour,Yu Yang,"Yunyun Wei, Yu Yang","Yanting Lü, Joseph, Hao Chen, Mo Han",Not Rated,7.5,88.0,54.0,20.0,23.0,"$3,695,533",2020-05-26,,"Bound by a divine mandate, rebellious outcast Ne Zha grapples with his formidable powers and a destiny that would imperil his loved ones.",5843.0
1951,tacochronicles,TV,United States,2019-07-11,Documentary,38,Documentary,"Docuseries,Latin American TV Shows,Lifestyle,Mexican TV Shows,Documentaries,Reality TV,Social & Cultural Docs,Food & Travel TV",,8.6,"Lithuania,Belgium,India,Brazil,Iceland,United Kingdom,Spain,Slovakia,Argentina,Canada,Switzerland,Czech Republic,Thailand,United States,Israel,Portugal,South Africa,Romania,Italy,Japan,Australia,South Korea,France,Netherlands,Poland,Hong Kong,Russia,Sweden,Singapore,Germany,Greece,Mexico,Hungary,Turkey,Malaysia,Colombia",< 30 minutes,,,Gustavo Arellano,,7.8,,,,,,2019-07-12,,"Many of the most popular taco styles have long, rich, little-known histories. Explore some of them in this eye-opening, mouth-watering food adventure.",668.0
1952,badgenius,Movie,Thailand,2017-05-03,Thriller,38,"Comedy, Crime, Drama, Thriller","Crime Thrillers,Thrillers,Heist Movies,Crime Movies,Thai Movies,Teen Films,Dramas,Crime Dramas,International Thrillers,International Dramas","Thai, English",4.4,"Singapore,United States,Japan,Canada,Thailand,Malaysia",> 2 hrs,Baz Poonpiriya,"Tanida Hantaweewatana, Timothy Teo, Baz Poonpiriya, Vasudhorn Piyaromna","Chutimon Chuengcharoensukying, Chanon Santinatornkul, Eisaya Hosuwan, Teeradon Supapunpinyo",TV-MA,7.6,100.0,,19.0,10.0,,2018-06-01,Jorkwang Films Co.,A top student gets pulled into a cheating racket with increasingly higher risks and even higher rewards. But she may lose much more than she gains.,17949.0
1953,ouijaoriginofevil,Movie,United States,2016-10-21,Horror,38,"Drama, Horror, Mystery, Thriller","Teen Screams,Horror Movies,Supernatural Horror Movies,20th-Century Period Pieces,Chilling Horror Movies,US Movies","English, Ukrainian",3.5,South Korea,1-2 hour,Mike Flanagan,"Jeff Howard, Mike Flanagan, Stiles White, Juliet Snowden","Lulu Wilson, Henry Thomas, Annalise Basso, Elizabeth Reaser",PG-13,6.1,82.0,65.0,2.0,7.0,"$35,144,505",2018-04-29,"Dentsu, Universal Pictures, Blumhouse Productions, Platinum Dunes","In 1960s California, a fake mediums daughter tries to communicate with her late father through a Ouija board, but unleashes a demon instead.",54308.0
1954,firewithfire,Movie,United States,2012-08-31,Thriller,38,"Action, Crime, Thriller","Action Thrillers,Action & Adventure,Crime Action & Adventure,Crime Films",English,1.6,"India,United Kingdom,Hungary,Malaysia,Sweden,Romania",1-2 hour,David Barrett,Tom O'Connor,"Bruce Willis, Rosario Dawson, Vincent D'Onofrio, Josh Duhamel",R,5.6,7.0,,1.0,,,2015-04-14,Grindstone Entertainment Group,"When his identity becomes compromised, a firefighter in the witness protection program is forced to take an unexpected course of action.",25248.0
1955,walkingtall,Movie,United States,2004-04-02,Action,38,"Action, Crime","Action Thrillers,Police Action & Adventure,Action & Adventure,Crime Action & Adventure,Police Movies,Crime Films",English,2.2,Canada,1-2 hour,Kevin Bray,"David Levien, David Klass, Mort Briskin, Brian Koppelman, Channing Gibson","Michael Bowen, Dwayne Johnson, Neal McDonough, Johnny Knoxville",PG-13,6.3,26.0,44.0,,2.0,"$46,437,717",2015-04-14,"Hyde Park Entertainment, Rai Fiction, Mandeville Films","A soldier comes home to revive the family lumber mill, only to discover that shady, drug-dealing casino owners have taken control -- but not for long.",70994.0
1956,thehappening,Movie,United States,2008-06-13,Thriller,38,"Drama, Mystery, Sci-Fi, Thriller","Thrillers,Sci-Fi & Fantasy","English, French",1.7,"Hong Kong,Thailand,Singapore,Malaysia",1-2 hour,M. Night Shyamalan,M. Night Shyamalan,"John Leguizamo, Zooey Deschanel, Ashlyn Sanchez, Mark Wahlberg",R,5.0,17.0,34.0,3.0,10.0,"$64,506,874",2015-04-15,Blinding Edge Pictures,"When an airborne virus threatens to wipe out the northeastern United States, Elliott flees to the countryside in a fight to discover the truth.",195843.0
1957,twoweeksnotice,Movie,United States,2002-12-18,Romance,38,"Comedy, Romance","Romantic Comedies,Comedies,Romantic Films,Romantic Favourites,US Movies",English,2.4,"Romania,Switzerland,Hungary,Belgium,France,Czech Republic,Portugal,Italy,Poland,Slovakia,Sweden,United States",1-2 hour,Marc Lawrence,Marc Lawrence,"Hugh Grant, Sandra Bullock, Dana Ivey, Alicia Witt",PG-13,6.1,42.0,42.0,2.0,3.0,"$93,354,851",2015-04-14,"Castle Rock Entertainment, Village Roadshow Prod.","A millionaire real estate developer doesnt make a move without his right-hand woman. But after a year of calling the shots, shes calling it quits.",107935.0
1958,gamer,Movie,United States,2009-09-04,Science Fiction,38,"Action, Sci-Fi, Thriller","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action Thrillers,Sci-Fi Thrillers,Action & Adventure",English,1.9,"Belgium,Canada,Netherlands",1-2 hour,"Mark Neveldine, Brian Taylor","Mark Neveldine, Brian Taylor","Gerard Butler, Amber Valletta, Kyra Sedgwick, Michael C. Hall",R,5.8,30.0,27.0,1.0,,"$20,534,907",2015-04-14,"Lakeshore Entertainment, Lionsgate Films","In this futuristic thriller, all hell breaks loose when the star combatant of an online game escapes, intent on taking out its evil architect.",130149.0
1959,redridinghood,Movie,United States,2011-03-11,Fantasy,38,"Fantasy, Horror, Mystery, Romance, Thriller","Romantic Movies,Monster Movies,Supernatural Thrillers,Supernatural Horror Movies,Creature Features,Horror Movies,Thrillers,Sci-Fi & Fantasy,Fantasy Movies,Romantic Favorites,Werewolf Horror Movies",English,1.6,"France,Belgium,Switzerland,Italy,Germany",1-2 hour,Catherine Hardwicke,David Leslie Johnson-McGoldrick,"Billy Burke, Gary Oldman, Amanda Seyfried, Shiloh Fernandez",PG-13,5.5,10.0,29.0,,5.0,"$37,662,162",2016-01-06,Appian Way,Valerie juggles a difficult romantic decision with feelings of fear and grief as her town is terrorized by a legendary werewolf.,108125.0
1960,goodgamethebeginning,Movie,Turkey,2018-11-02,Comedy,37,"Comedy, Drama, Sport","Sports Movies,Dramas,Sports Dramas,Turkish Movies",Turkish,6.7,"Lithuania,United Kingdom,Russia,Poland,India,Mexico,Czech Republic,Germany,United States,Australia,Hong Kong,France,Canada,Singapore,Argentina,Greece,Switzerland,Slovakia,Sweden,Thailand,Belgium,Turkey,Malaysia,Hungary,Netherlands,South Africa,Iceland,Portugal,Israel,Colombia,Romania",1-2 hour,Umut Aral,Emre Sirel,"Mert Yazicioglu, Afra Saraçoglu, Kerem Bürsin, Orkun Isitmak",,4.8,,,9.0,6.0,,2020-10-02,,New high school grad and avid gamer Cenk is recruited to an intense esports team that trains for a tournament with a life-changing prize.,1326.0
1961,messageinabottle,Movie,United States,1999-02-22,Drama,37,"Drama, Romance","Romantic Dramas,Dramas,Dramas based on a book,Romantic Films,Films Based on Books,Romantic Favourites",English,2.2,"Czech Republic,Poland",> 2 hrs,Luis Mandoki,"Nicholas Sparks, Gerald Di Pego","Robin Wright, Kevin Costner, Paul Newman, John Savage",PG-13,6.3,32.0,39.0,,6.0,"$52,880,016",2015-07-01,"Bel Air Entertainment, DiNovi Pictures, Tig Productions","Newspaper researcher Theresa finds a letter in a bottle penned by grieving shipbuilder Garret, who writes to ease the pain of his wifes death.",35924.0
1962,lesgorilles,Movie,France,2015-04-15,Comedy,37,"Action, Comedy","Action & Adventure,Comedies,Action Comedies,French Movies,French Comedies",French,6.7,France,1-2 hour,Tristan Aurouet,"Tristan Aurouet, Matthieu Le Naour, Mathieu Oullion, Romain Lévy, Alexandre Coquelle","Gilles Lellouche, Manu Payet, Alice Belaïdi, JoeyStarr",,3.7,,,,,,2020-06-15,,"When a singer seeks protection from her criminal ex, a hot-tempered agent is forced to work with a bumbling recruit, turning their duties into disaster.",361.0
1963,iamnotokaywiththis,TV,United States,2020-02-26,Mystery,37,"Comedy, Sci-Fi","Teen TV Shows,Fantasy TV Shows,US TV Shows,TV Comedies",English,3.8,"Belgium,Turkey,Slovakia,Lithuania,India,Iceland,Brazil,Spain,South Africa,United Kingdom,Greece,Romania,Canada,Argentina,United States,Czech Republic,Thailand,South Korea,Italy,France,Singapore,Japan,Netherlands,Sweden,Portugal,Poland,Mexico,Hong Kong,Hungary,Germany,Switzerland,Israel,Australia,Russia,Malaysia,Colombia",< 30 minutes,,"Christy Hall, Jonathan Entwistle","Wyatt Oleff, Sofia Bryant, Sophia Lillis, Kathleen Rose Perkins",TV-MA,7.6,,,1.0,1.0,,2020-02-26,,"Angsty Syd navigates high school awkwardness, family drama and an unrequited crush on her best friend while trying to rein in her budding superpowers.",40163.0
1964,hollowpoint,Movie,United States,2019-06-13,Action,37,"Action, Thriller","Action & Adventure,Crime Action & Adventure,Crime Movies,Action Thrillers",English,6.8,United Kingdom,1-2 hour,Daniel Zirilli,"Daniel Zirilli, Evan Law, Chad Law","Dilan Jay, Jay Mohr, JuJu Chan Szeto, Luke Goss",,4.2,,,,,,2020-03-27,,"As the only witness to his wife and daughters murders, a professor joins a secret vigilante team exacting justice where crime thrives.",534.0
1965,yourname,Movie,Japan,2016-08-26,Animated,37,"Animation, Drama, Fantasy, Romance","Japanese Films,Anime Feature Films,Anime Dramas,Sci-Fi & Fantasy,Anime,Anime Fantasies,Teen Films,Sci-Fi & Fantasy Anime,Romantic Favourites,Romance Anime,Romantic Films,Tearjerkers,School Anime",Japanese,4.4,"Switzerland,Mexico,South Korea,United Kingdom,France,Brazil,Germany,Italy,Australia,Argentina,Colombia",1-2 hour,Makoto Shinkai,"Makoto Shinkai, Clark Cheng","Mone Kamishiraishi, Aoi Yûki, Ryûnosuke Kamiki, Ryô Narita",PG,8.4,98.0,79.0,16.0,25.0,"$5,017,246",2017-12-06,Toho Company Ltd.,A bored girl in the countryside starts sporadically waking up in the body of a city boy whos living the exciting life shed always dreamed of.,197791.0
1966,thecell,Movie,France,2017-08-30,Action,37,Adventure,"Dramas,Middle Eastern Movies,Crime Dramas,Action & Adventure,Crime Movies,Crime Action & Adventure,Police Action & Adventure,International Dramas,Police Movies,International Action & Adventure,Police Dramas",French,8.5,"Israel,Greece,Iceland,Italy,Australia,Japan,France,Russia,Singapore,South Korea,Czech Republic,Poland,Netherlands,Sweden,Portugal,India,Germany,Slovakia,Argentina,Switzerland,Lithuania,Brazil,United Kingdom,Spain,Romania,South Africa,Canada,United States,Mexico,Belgium,Thailand,Hong Kong,Hungary,Turkey,Malaysia,Colombia",> 2 hrs,,,"Nicolas Meyrieux, Julien Pestel, Davy Mourier, Constance Labbé",,7.1,,,1.0,,,2019-06-12,,A special operations officer vows to get revenge against the terrorist who killed his friend in a brutal attack.,14.0
1967,babygeniuses,Movie,United States,1999-03-12,Comedy,37,"Comedy, Crime, Family, Sci-Fi","Family Adventures,Children & Family Films,Comedies,Films for ages 11 to 12,Family Comedies,US Movies",English,0.6,"Belgium,France,South Africa,Switzerland,Brazil,Netherlands,India,Argentina,Mexico,Colombia",1-2 hour,Bob Clark,"Greg Michael, Bob Clark, Steven Paul, Robert Grasmere, Francisca Matos","Kathleen Turner, Christopher Lloyd, Kim Cattrall, Peter MacNicol",PG,2.7,2.0,6.0,2.0,3.0,"$27,250,736",2015-04-14,"Crystal Sky, Triumph Films",Two evil adults try to exploit babies who are born with knowledge of the universes secrets -- and can speak to each other in a secret language.,25094.0
1968,thepost,Movie,United States,2017-12-22,Drama,37,Drama,"Political Dramas,Dramas,Movies based on real life,Social Issue Dramas,Historical Dramas,US Movies",English,4.0,"Romania,Hungary,Belgium,Brazil,Czech Republic,Netherlands,Spain,Poland,Argentina,Slovakia,Turkey,Mexico,Colombia,France,Switzerland,South Korea",1-2 hour,Steven Spielberg,"Liz Hannah, Josh Singer","Bob Odenkirk, Meryl Streep, Tom Hanks, Sarah Paulson",PG-13,7.2,88.0,83.0,20.0,111.0,"$81,903,458",2019-06-01,"Participant Media, 20th Century Fox, Amblin Entertainment, DreamWorks Pictures, Star Thrower Entertainment","When a rival newspaper lands a major scoop, detailing a decades-long cover-up about Vietnam involving the president, The Washington Post faces a choice.",136663.0
1969,theoriginals,TV,United States,2013-10-03,Fantasy,37,"Drama, Fantasy, Horror, Mystery","US TV Programmes,TV Dramas,TV Programmes,TV Horror,TV Shows Based on Books",English,4.1,"United States,United Kingdom,India,South Korea,Singapore,Poland,Lithuania,Hong Kong,Romania,South Africa,Russia,Thailand,Hungary,Turkey,Czech Republic,Belgium,Greece,Slovakia,Malaysia,Netherlands,Israel",< 30 minutes,,Julie Plec,"Charles Michael Davis, Daniel Gillies, Joseph Morgan, Phoebe Tonkin",TV-14,8.2,,,,13.0,,2015-04-14,,The Mikaelsons move to New Orleans and form an alliance with local witches in an effort to rule the city once again in this Vampire Diaries spinoff.,118140.0
1970,nannymcphee,Movie,United Kingdom,2005-10-21,Comedy,37,"Comedy, Family, Fantasy",,English,3.3,"South Korea,Belgium,Brazil,Netherlands,Spain,Portugal,Australia,Argentina,Greece,Mexico,Colombia,Canada",1-2 hour,Kirk Jones,"Christianna Brand, Emma Thompson","Colin Firth, Thomas Brodie-Sangster, Kelly Macdonald, Emma Thompson",PG,6.5,73.0,59.0,3.0,4.0,"$47,144,110",2015-04-14,"Universal Pictures, Studio Canal, Working Title Films","Recently widowed Mr. Brown and his domineering aunt cant control his naughty children until magical, understanding Nanny McPhee comes to stay.",68232.0
1971,dirtygrandpa,Movie,United States,2016-01-22,Comedy,37,Comedy,"Comedies,Dark Comedies,Late Night Comedies",English,1.5,"Romania,Hungary,South Korea,Belgium,Canada,Czech Republic,Netherlands,Australia,Slovakia",1-2 hour,Dan Mazer,John Phillips,"Zac Efron, Zoey Deutch, Robert De Niro, Aubrey Plaza",R,5.9,11.0,21.0,2.0,11.0,"$35,593,113",2016-06-07,"Bill Block Media, Josephson Entertainment, QED International","As his wedding approaches, a stuffy lawyer endures a road trip with his newly widowed grandfather, who turns out to be a man of surprising appetites.",114069.0
1972,22bullets,Movie,France,2010-03-23,Action,37,"Action, Crime, Drama, Thriller","Crime Films,Gangster Films,International Movies,Action Thrillers,French Films,Action & Adventure,Crime Action & Adventure,Films Based on Books,Action",French,2.8,"France,Switzerland,Germany",1-2 hour,Richard Berry,"Franz-Olivier Giesbert, Matthieu Delaporte, Richard Berry, Eric Assous, Alexandre de La Patellière","Jean-Pierre Darroussin, Jean Reno, Kad Merad, Marina Foïs",Not Rated,6.7,46.0,,,,,2015-04-14,"Sofica Europacorp, Canal+, EuropaCorp, Marie Coline Films, SMTS, TF1 Films Production, CinéCinéma","Charly hasnt been in the killing business for years. But when he narrowly survives a hit on his own life, he comes out of retirement to get revenge.",32890.0
1973,theexpendables3,Movie,United States,2014-08-15,Action,37,"Action, Adventure, Thriller","Action Thrillers,Military Action & Adventure,Action & Adventure,US Movies,Action Movies","English, Romanian, Spanish",2.1,"Romania,Japan,Hong Kong,Belgium,Hungary,Switzerland,Thailand,Czech Republic,Netherlands,Spain,Germany,Italy,Australia,Singapore,Malaysia,Slovakia",> 2 hrs,Patrick Hughes,"Creighton Rothenberger, Katrin Benedikt, Dave Callaham, Sylvester Stallone","Jason Statham, Arnold Schwarzenegger, Harrison Ford, Sylvester Stallone",PG-13,6.1,32.0,35.0,2.0,5.0,"$39,322,544",2015-06-08,Nu Image,"With new blood on the crew, the Expendables square off against villainous arms trader Conrad Stonebanks, whos hell-bent on destroying the team.",169871.0
1974,projectx,Movie,United States,2012-03-02,Crime,37,Comedy,"Comedies,US Movies",English,2.4,"Portugal,France,Japan,Belgium,Switzerland,Germany,Australia",1-2 hour,Nima Nourizadeh,"Michael Bacall, Matt Drake","Oliver Cooper, Thomas Mann, Jonathan Daniel Brown, Dax Flame",R,6.6,28.0,48.0,,5.0,"$54,731,865",2016-01-06,"Silver Pictures, Green Hat Films","With their parents out of town, three high school geeks throw a party that escalates into a frenzied free-for-all when the online invite goes viral.",188990.0
1975,thebluelagoon,Movie,United States,1980-07-05,Romance,37,"Adventure, Drama, Romance","Romantic Dramas,Dramas,Period Pieces,Dramas based on a book,Dramas based on classic literature,Romantic Films",English,1.6,"Canada,Hungary,Czech Republic,Lithuania,Poland,Slovakia,Romania",< 30 minutes,Randal Kleiser,"Henry De Vere Stacpoole, Douglas Day Stewart","Brooke Shields, Christopher Atkins, William Daniels, Leo McKern",R,5.8,8.0,31.0,4.0,8.0,"$58,853,106",2015-04-14,Columbia Pictures,"Two shipwrecked children, stranded for years on a deserted island, fall in love as teenagers and attempt to forge a life in the isolated paradise.",63278.0
1976,anofficerandagentleman,Movie,United States,1982-07-28,Romance,37,"Drama, Romance","Romantic Movies,Dramas,Oscar-winning Movies,Award-winning Movies,Classic Dramas,Romantic Dramas,Military Dramas,Golden Globe Award-winning Movies,Classic Movies,Steamy Romance,US Movies,Critically Acclaimed Films,Critically Acclaimed Dramas,Tearjerkers","English, Filipino",3.7,"Russia,Lithuania,Iceland,Italy,India,Greece,Sweden,Germany",> 2 hrs,Taylor Hackford,Douglas Day Stewart,"David Keith, Robert Loggia, Debra Winger, Richard Gere",R,7.0,79.0,75.0,9.0,13.0,"$129,795,554",2018-06-14,Paramount,"Dreams of being a Navy pilot prompt Zack to enroll in officer training school, where he runs afoul of a drill instructor who aims to change his ways.",49685.0
1977,happygilmore,Movie,United States,1996-02-16,Comedy,37,"Comedy, Sport","Slapstick Comedies,Sports Comedies,Comedies,Sports Films",English,2.7,"Canada,Sweden,Australia,Iceland,United Kingdom",1-2 hour,Dennis Dugan,"Adam Sandler, Tim Herlihy","Adam Sandler, Frances Bay, Julie Bowen, Christopher McDonald",PG-13,7.0,62.0,31.0,1.0,4.0,"$38,824,099",2015-04-14,Universal Pictures,A failed hockey player turned unconventional golf whiz is determined to win a PGA tournament to save his grandmothers house with the prize money.,197478.0
1978,loveyoutothestarsandback,Movie,Philippines,2017-08-30,Comedy,36,"Adventure, Comedy, Drama, Romance","Teen Movies,Romantic Comedies,Comedies,Romantic Movies,Filipino Movies","Filipino, Tagalog",8.6,"Poland,Italy,Spain,Portugal,Sweden,Netherlands,Turkey,Brazil,India,Hong Kong,Russia,Argentina,Israel,Iceland,Czech Republic,Germany,Mexico,France,Lithuania,South Africa,Greece,Colombia,Belgium,United States",1-2 hour,Antoinette Jadaone,Antoinette Jadaone,"Joshua Garcia, Julia Barretto, Ariel Rivera, Cherry Pie Picache",,7.6,,,1.0,19.0,,2020-12-17,,"In search of aliens, a young womans road trip becomes an emotional journey when she finds — and falls for — a charming companion with cancer.",483.0
1979,achastermarriage,Movie,Turkey,2016-01-01,Comedy,36,"Comedy, Family, Romance","Romantic Comedies,Comedies,Romantic Movies,Turkish Movies",Turkish,7.4,"Lithuania,United Kingdom,Russia,India,Czech Republic,Germany,Mexico,United States,Poland,Australia,Hong Kong,Japan,France,Canada,Spain,Singapore,Greece,Argentina,Switzerland,Slovakia,Sweden,Thailand,Belgium,Turkey,Malaysia,Hungary,Brazil,Netherlands,Italy,South Africa,Iceland,Portugal,Israel,Colombia,Romania",1-2 hour,Umut Kirca,"Omer Pinar, Yasar Arak","Ceren Moray, Begüm Kütük, Emre Karayel, Ececan Gümeci",,5.5,,,,2.0,,2020-10-01,,"Forced to wed his childhood friend, a man obsessed with football attempts to get rid of his wife in order to keep the woman he truly loves.",724.0
1980,distance,Movie,,2018-08-04,,36,Drama,"Dramas,LGBTQ Films,Filipino Films",Japanese,7.8,"Thailand,Singapore,Malaysia",1-2 hour,Hirokazu Koreeda,Hirokazu Koreeda,"Susumu Terajima, Yui Natsukawa, Yûsuke Iseya, Arata Iura",Unrated,6.9,80.0,58.0,,1.0,,2020-11-29,,"Five years after leaving her family, a mother returns to a fractured home and soon realizes that secrets — old and new — are still keeping them apart.",1287.0
1981,geisha,Movie,,,,36,"Adult, Romance","Dramas,Crime Movies,Polish Thrillers,Polish Movies,Crime Dramas,Thriller Movies,Crime Thrillers,Polish Dramas,Gangster Movies",English,8.7,Poland,1-2 hour,Lisa Loves,,"Natalia Forrest, Keni Styles, Aletta Ocean, Wayne Scott-Fox",,7.4,,,,,,2020-08-20,,"With lives at stake, a stoic bouncer must choose between fulfilling his work obligations to a local mafioso or caring for his estranged brother.",29.0
1982,youmeandhim,Movie,,2018-02-01,,36,"Short, Drama, Romance","Romantic Dramas,Romantic Comedies,Dramas,LGBTQ Movies,Comedies,Romantic Movies,British Movies",Portuguese,7.8,Poland,1-2 hour,Daniel Ribeiro,Daniel Ribeiro,"Diego Torraca, Eduardo Melo, Daniel Tavares, Eleio Calascibetta",Not Rated,7.1,,,8.0,,,2020-08-19,,"Olivia and Alex are in love, but when both women find themselves pregnant and third wheel neighbor John steps into their lives, chaos ensues.",1405.0
1983,bodyfixers,TV,,2016-09-13,,36,Reality-TV,"Reality TV,Makeover Reality TV,British Programmes,Lifestyle",English,8.2,United Kingdom,< 30 minutes,,"Niall O'Driscoll, Jack Burgess","Alex Henry, Tijion Esho, April DeAustin, Daniel Granger",,6.5,,,,,,2020-07-15,,A team of experts sets out to help everyday people with their beauty blunders and cosmetic woes.,66.0
1984,reside,Movie,Thailand,2018-12-13,,36,Horror,"Horror Films,Supernatural Horror Films,Thai Films,Thai Horror Films",Thai,7.4,Thailand,1-2 hour,Wisit Sasanatieng,Wisit Sasanatieng,"Teerawat Mulvilai, Peerapol Kijreunpiromsuk, Jarunun Phantachat, Ananda Everingham",,4.9,,,,1.0,,2020-07-12,,"Trapped in a mountaintop home, a cult conducts a dangerous ritual, summoning a group of sinister spirits bent on possessing every persons body.",118.0
1985,classicagain,Movie,Malaysia,2020-02-06,,36,"Drama, Romance","Romantic Dramas,Dramas,Romantic Films,Thai Films",Thai,8.3,"Thailand,Singapore,Malaysia",> 2 hrs,Thatchaphong Suphasri,"Kiat Songsanant, Apichet Kamphu","Ranchrawee Uakoolwarawat, Tong Samitpong Sakulpongchai, Thitipoom Techaapaikhun, Gee Sutthirak Subvijitra",,6.8,,,,,,2020-06-18,,"In a love triangle that miraculously mirrors her mothers romance years ago, a young woman lets her heart lead. A remake of a 2003 South Korean drama.",129.0
1986,dragonballsuperbroly,Movie,Japan,2018-12-14,Animated,36,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi","Action & Adventure,Anime Features,Action Anime,Comic Book and Superhero Movies,Japanese Movies",Japanese,3.4,"Australia,Canada",1-2 hour,Tatsuya Nagamine,Akira Toriyama,"Toshio Furukawa, Masako Nozawa, Ryô Horikawa, Aya Hisakawa",PG,7.9,,59.0,,1.0,"$30,712,119",2019-11-13,,"A powerful young Saiyan and his father were exiled by the king long ago. Now freed, he wants his revenge on the kings son: Vegeta.",22686.0
1987,thethirdparty,Movie,Philippines,2016-10-13,Romance,36,"Comedy, Romance","Dramas,LGBTQ Movies,Romantic Dramas,Romantic Movies,Filipino Movies,LGBTQ Comedies,Romantic Comedies,LGBTQ Dramas,Romantic LGBTQ Movies,Comedies,International Comedies,International Dramas","Filipino, Tagalog",7.1,"Australia,Singapore,Russia,India,Lithuania,Israel,United Kingdom,Canada,South Africa,Hong Kong,United States,Mexico,Romania,South Korea,Japan,Thailand,Hungary,Argentina,Czech Republic,Poland,France,Brazil,Iceland,Italy,Spain,Greece,Belgium,Switzerland,Portugal,Slovakia,Netherlands,Germany,Sweden,Turkey,Malaysia,Colombia",1-2 hour,Jason Paul Laxamana,"Patrick John Valencia, Charlene Sawit-Esguerra, Enrico C. Santos","Zanjoe Marudo, Sam Milby, Cherry Pie Picache, Angel Locsin",,6.1,29.0,,,1.0,,2019-03-21,Star Cinema Productions Inc. [ph],"When aspiring fashion designer Andi reconnects with her ex-boyfriend Max, shes surprised to learn that hes in a relationship with a man.",207.0
1988,thebeachbum,Movie,United States,2019-03-21,Comedy,36,Comedy,"Comedies,Independent Movies","English, Spanish",2.8,Australia,1-2 hour,Harmony Korine,Harmony Korine,"Stefania LaVie Owen, Isla Fisher, Snoop Dogg, Matthew McConaughey",R,5.5,56.0,55.0,1.0,7.0,"$3,502,600",2020-07-16,"Iconoclast, Le Grisbi, Anonymous Content","A rebellious stoner gallivants around the Florida Keys as he wraps up a novel but is thrown out of his comfort zone and into a wild, new misadventure.",18564.0
1989,destructionlosangeles,Movie,United States,2017-09-21,Action,36,"Action, Adventure","Action & Adventure,Independent Films,Independent Action & Adventure,Action Thrillers",English,5.9,"Iceland,Belgium,Canada,Netherlands,Israel,Sweden,Turkey",1-2 hour,Tibor Takács,"Matthew Baker, Roz Young, Ryan Ederer, Krutin Patel, Reza Riazi, Sridhar Sreekakula","Craig Sheffer, Cynthia Watros, Robert Giardina, Romeo Miller",Not Rated,4.1,21.0,,,,,2020-09-02,Barking Cow Media Group,"When Los Angeles erupts into chaos after unprecedented seismic activity, an ambitious TV reporter chases the story while searching for his family.",1353.0
1990,whathappenedtomonday,Movie,United Kingdom,2017-08-18,Science Fiction,36,"Action, Adventure, Crime, Fantasy, Mystery, Sci-Fi, Thriller","Sci-Fi & Fantasy,Action Thrillers,Sci-Fi Thrillers,Action Sci-Fi & Fantasy,Action & Adventure,Action Movies",English,2.9,"United Kingdom,United States,Argentina,Mexico,Poland,Germany,Greece,Brazil,Colombia,South Korea",> 2 hrs,Tommy Wirkola,"Kerry Williamson, Max Botkin","Willem Dafoe, Marwan Kenzari, Noomi Rapace, Glenn Close",TV-MA,6.9,58.0,47.0,,1.0,,2017-08-18,,"In a future with a strict one-child policy, six septuplets must avoid government detection while searching for their missing sister.",106894.0
